NUMA_Counters_For_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662768036570,631853836036,662768038378,631853837854
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,23018905,22844483,23018921,22844499
local_node,662736606898,631846481284,662736608683,631846483093
other_node,231209174,115228958,231209197,115228967
