NUMA_Counters_For_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662768306459,631854015185,662768306966,631854016120
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,23117014,22942508,23117026,22942520
local_node,662736874985,631846563804,662736875460,631846564733
other_node,231210976,115325587,231211008,115325593
