NUMA_Counters_For_8_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662768239819,631853973653,662768240668,631853974323
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,23092402,22917917,23092485,22917999
local_node,662736808537,631846546705,662736809383,631846547293
other_node,231210784,115301154,231210787,115301236
