NUMA_Counters_For_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767709687,631853632610,662767711232,631853633263
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22926542,22752252,22926622,22752335
local_node,662736283917,631846366741,662736285457,631846367317
other_node,231205272,115140075,231205277,115140152
