NUMA_Counters_For_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767182044,631853308031,662767182533,631853308846
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22826081,22651897,22826081,22651897
local_node,662735764526,631846143058,662735765015,631846143873
other_node,231197020,115039179,231197020,115039179
