NUMA_Counters_3_size_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341171080776,317538710017,341171082076,317538710380
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53138632,47924487,53138639,47924492
local_node,341138766107,317517636704,341138767415,317517637050
other_node,108759084,99837579,108759076,99837596
