NUMA_Counters_For_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767326269,631853414048,662767326432,631853414863
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22852779,22678694,22852779,22678694
local_node,662735902687,631846220134,662735902850,631846220949
other_node,231203084,115068120,231203084,115068120
