NUMA_Counters_For_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767366162,631853437721,662767366772,631853439092
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22859547,22685473,22859626,22685549
local_node,662735942225,631846237254,662735942821,631846238557
other_node,231203439,115074673,231203453,115074741
