NUMA_Counters_For_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767289056,631853386291,662767290012,631853387665
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22846214,22672131,22846370,22672284
local_node,662735866963,631846199640,662735867783,631846200900
other_node,231201595,115060857,231201731,115060971
