NUMA_Counters_For_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767596805,631853573714,662767597656,631853574675
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22899444,22725196,22899485,22725234
local_node,662736171749,631846334441,662736172580,631846335380
other_node,231204558,115113479,231204578,115113501
