NUMA_Counters_For_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662766945262,631853143941,662766946123,631853144588
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22785765,22611512,22785833,22611572
local_node,662735532829,631846020578,662735533658,631846021197
other_node,231191935,114997569,231191967,114997597
