NUMA_Counters_For_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662768105528,631853886082,662768106947,631853887482
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,23043452,22869010,23043466,22869023
local_node,662736674717,631846507726,662736676103,631846509121
other_node,231210313,115252562,231210346,115252567
