NUMA_Counters_For_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767252698,631853359718,662767253425,631853360467
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22839600,22665510,22839717,22665627
local_node,662735832181,631846180071,662735832840,631846180840
other_node,231200019,115053853,231200087,115053833
