NUMA_Counters_For_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767403471,631853459815,662767404161,631853460638
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22866283,22692175,22866290,22692178
local_node,662735979315,631846252791,662735979979,631846253622
other_node,231203658,115081230,231203684,115081222
