NUMA_Counters_For_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662768173908,631853930582,662768174777,631853931549
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,23067959,22893501,23067972,22893512
local_node,662736742870,631846527906,662736743734,631846528867
other_node,231210540,115276882,231210545,115276888
