NUMA_Counters_For_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767964759,631853785784,662767965412,631853786602
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22994422,22820012,22994433,22820021
local_node,662736536792,631846453932,662736537443,631846454742
other_node,231207469,115206058,231207471,115206066
