NUMA_Counters_For_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662766782997,631853034535,662766783323,631853035024
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22759822,22585656,22759822,22585656
local_node,662735371449,631845936280,662735371775,631845936769
other_node,231191050,114972461,231191050,114972461
