NUMA_Counters_For_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662768440747,631854102294,662768441354,631854103293
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,23166068,22991523,23166079,22991532
local_node,662737008865,631846602246,662737009467,631846603239
other_node,231211384,115374254,231211389,115374260
