NUMA_Counters_For_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662766689768,631852968421,662766690257,631852968910
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22744194,22570088,22744194,22570088
local_node,662735278750,631845885236,662735279239,631845885725
other_node,231190520,114957391,231190520,114957391
