NUMA_Counters_2_size_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341171003437,317538601853,341171003926,317538602016
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53118515,47904343,53118515,47904343
local_node,341138709549,317517530495,341138710038,317517530658
other_node,108738303,99835624,108738303,99835624
