NUMA_Counters_4_size_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341171277518,317538988562,341171278355,317538989026
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53198877,47984576,53198888,47984586
local_node,341138903792,317517914154,341138904621,317517914615
other_node,108818141,99838674,108818149,99838677
