NUMA_Counters_3_size_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341171177961,317538852290,341171179170,317538852718
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53165173,47950911,53165168,47950906
local_node,341138837448,317517778320,341138838678,317517778735
other_node,108784928,99838236,108784907,99838249
