NUMA_Counters_For_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767046939,631853208186,662767047102,631853208675
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22801309,22626975,22801309,22626975
local_node,662735633938,631846069872,662735634101,631846070361
other_node,231192503,115012520,231192503,115012520
