NUMA_Counters_For_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662766882610,631853102037,662766883065,631853102741
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22775396,22601183,22775440,22601224
local_node,662735470543,631845988676,662735470998,631845989339
other_node,231191569,114987567,231191569,114987608
