NUMA_Counters_3_size_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341171057028,317538675508,341171057962,317538676209
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53131984,47917866,53131986,47917867
local_node,341138748832,317517602362,341138749775,317517603055
other_node,108752611,99837412,108752602,99837420
