NUMA_Counters_For_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767862813,631853722071,662767863518,631853722703
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22967308,22792959,22967340,22792986
local_node,662736436083,631846416174,662736436783,631846416781
other_node,231206232,115180103,231206237,115180128
