NUMA_Counters_For_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662766720492,631852990113,662766721205,631852990603
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22749499,22575370,22749501,22575371
local_node,662735309299,631845901802,662735310012,631845902291
other_node,231190695,114962517,231190695,114962518
