NUMA_Counters_0_size_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341170555211,317537991705,341170555863,317537991705
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53011434,47797203,53011434,47797203
local_node,341138373592,317516931646,341138374244,317516931646
other_node,108626034,99824325,108626034,99824325
