NUMA_Counters_For_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767556312,631853549977,662767557147,631853550857
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22892858,22718637,22892864,22718639
local_node,662736131418,631846317112,662736132239,631846317998
other_node,231204396,115107071,231204410,115107065
