NUMA_Counters_For_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662766815507,631853057236,662766815996,631853057725
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22764937,22590752,22764937,22590752
local_node,662735403820,631845953994,662735404309,631845954483
other_node,231191189,114977448,231191189,114977448
