NUMA_Counters_For_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767654405,631853603294,662767655967,631853603981
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22913054,22738793,22913088,22738830
local_node,662736228911,631846350748,662736230465,631846351403
other_node,231204996,115126752,231205004,115126784
