NUMA_Counters_For_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662767114774,631853258372,662767115766,631853259233
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22812918,22638628,22813083,22638801
local_node,662735700287,631846107826,662735701122,631846108626
other_node,231193989,115024752,231194146,115024813
