NUMA_Counters_For_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662766914402,631853122122,662766915217,631853122611
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22780582,22606350,22780582,22606350
local_node,662735502149,631846003776,662735502964,631846004265
other_node,231191755,114992552,231191755,114992552
