NUMA_Counters_For_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,662766851358,631853080405,662766851684,631853081057
numa_miss,199779502,107874206,199779502,107874206
numa_foreign,107874206,199779502,107874206,199779502
interleave_hit,22770185,22595988,22770185,22595988
local_node,662735439510,631845972081,662735439836,631845972733
other_node,231191350,114982530,231191350,114982530
